Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Direction [deg](Hourly),Environment:Site Day Type Index [](Hourly),ZN1:Zone Mean Radiant Temperature [C](Hourly),ZN1:Zone Mean Air Temperature [C](Hourly),ZN1:Zone Operative Temperature [C](Hourly),ZN1_PAR1_JAN:AFN Surface Venting Window or Door Opening Factor [](Hourly),ZN1_PAR4_JAN:AFN Surface Venting Window or Door Opening Factor [](Hourly),ZN1:AFN Zone Infiltration Volume [m3](Hourly),ZN1:AFN Zone Infiltration Air Change Rate [ach](Hourly),ZN1:Zone Thermostat Air Temperature [C](Hourly),ZN1:Availability Manager Hybrid Ventilation Control Status [](Hourly),ZN1:Availability Manager Hybrid Ventilation Control Mode [](Hourly),OCCUPANCY:Zone Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status [](Hourly),OCCUPANCY:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),ZN1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Rate [W](Hourly),ZN1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Rate [W](Hourly),Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly),Electricity:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),CO2:Facility [kg](Hourly),CO:Facility [kg](Hourly),CH4:Facility [kg](Hourly),NOx:Facility [kg](Hourly),N2O:Facility [kg](Hourly),SO2:Facility [kg](Hourly),PM:Facility [kg](Hourly),PM10:Facility [kg](Hourly),PM2.5:Facility [kg](Hourly),NH3:Facility [kg](Hourly),NMVOC:Facility [kg](Hourly),Hg:Facility [kg](Hourly),Pb:Facility [kg](Hourly),WaterEnvironmentalFactors:Facility [L](Hourly),Nuclear High:Facility [kg](Hourly),Nuclear Low:Facility [m3](Hourly),Carbon Equivalent:Facility [kg](Hourly) 
 01/08  19:00:00,22.1625,2.2,152.625,1.0,28.775141611788855,28.34028592857603,28.55771377018244,0.0,0.0,25.093871547761439,0.2323506624792726,28.34028592857603,0.0,0.0,-1.0,15.5738724975503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  20:00:00,21.525,1.85,142.625,1.0,28.425024799903445,27.985839890755686,28.205432345329564,0.0,0.0,24.9945109316862,0.23143065677487224,27.985839890755686,0.0,0.0,-1.0,15.5738724975503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  21:00:00,20.925,2.8750000000000006,129.375,1.0,28.055199823613397,27.406441547350153,27.730820685481779,0.0,0.0,55.41177381592263,0.5130719797770615,27.406441547350153,0.0,0.0,-1.0,15.5738724975503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  22:00:00,20.3875,3.0249999999999996,113.0,1.0,27.665900612830037,26.90075896606867,27.28332978944935,0.0,0.0,66.30192470156186,0.613906710199647,26.90075896606867,0.0,0.0,-1.0,15.5738724975503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  23:00:00,19.95,3.05,100.75,1.0,27.31968407029457,26.538960840218345,26.929322455256459,0.0,0.0,69.25969895135309,0.641293508808825,26.538960840218345,0.0,0.0,-1.0,15.5738724975503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/08  24:00:00,19.425,2.2625,93.25,1.0,26.980861086057194,26.304858232066235,26.642859659061715,0.0,0.0,47.94892375800514,0.4439715162778254,26.304858232066235,0.0,0.0,-1.0,15.5738724975503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  01:00:00,19.012499999999997,2.1374999999999999,82.875,2.0,26.674555189550924,26.067071754676186,26.370813472113555,0.0,0.0,40.71512561232987,0.3769919038178692,26.067071754676186,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  02:00:00,18.775,2.775,87.375,2.0,26.331431722763889,25.592208863133096,25.96182029294849,0.0,0.0,60.466928599698139,0.5598789685157237,25.592208863133096,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  03:00:00,18.7625,3.0,89.25,2.0,26.00893842900318,25.221045665235999,25.614992047119587,0.0,0.0,68.5415339709973,0.63464383306479,25.221045665235999,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  04:00:00,18.55,2.4375,99.5,2.0,25.726377223844464,25.0483368519988,25.387357037921633,0.0,0.0,51.91212323259841,0.48066780770924469,25.0483368519988,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  05:00:00,18.337500000000003,2.225,98.25,2.0,25.44892328680412,24.8270786967599,25.13800099178201,0.0,0.0,46.032339394604047,0.4262253647648523,24.8270786967599,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  06:00:00,18.2375,2.1125,91.125,2.0,25.22052791449407,24.599275291466797,24.909901602980438,0.0,0.0,43.744847693835797,0.4050448860540351,24.599275291466797,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  07:00:00,18.5125,1.8125000000000003,70.625,2.0,25.403410863926074,24.84936085576951,25.126385859847795,0.0,0.0,27.097746547193247,0.2509050606221597,24.84936085576951,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  08:00:00,19.2625,1.6375000000000002,91.5,2.0,26.567480335773547,25.00584862265316,25.78666447921335,0.0,0.0,28.45073710039665,0.26343275092959869,25.00584862265316,2.0,1.0,1.0,15.765125358743067,0.0,1146.075233054473,292.75939923202489,3355200.0,4125870.8389961028,0.0,1073.5584863660613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.75939923202489 
 01/09  09:00:00,20.287499999999999,1.35,98.5,2.0,27.616075886254586,25.00000362865803,26.308039757456308,0.0,0.0,23.682439075949163,0.2192818432958256,25.00000362865803,2.0,1.0,0.5,15.765125358743067,0.0,1601.9598101856027,326.61580405173756,3355200.0,5767055.31666817,0.0,1197.7110526283004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.61580405173756 
 01/09  10:00:00,22.074999999999997,1.5125,102.875,2.0,29.428271909768879,25.00000000648266,27.21413595812577,0.0,0.0,27.350295942671033,0.25324348095065776,25.00000000648266,2.0,1.0,0.0,15.765125358743067,0.0,2469.6149446371915,391.05247278213337,3355200.0,8890613.800693889,0.0,1434.0024671145338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.05247278213337 
 01/09  11:00:00,24.3375,1.2625,91.875,2.0,30.203869551076278,25.000000000029958,27.60193477555312,0.0,0.0,21.5473494600027,0.19951249500002503,25.000000000029958,2.0,1.0,0.0,15.765125358743067,0.0,2842.448651011172,418.741079781884,3355200.0,10232815.14364022,0.0,1535.5375129515364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.741079781884 
 01/09  12:00:00,26.574999999999997,1.0625,82.25,2.0,29.957501321456524,25.00000000000017,27.47875066072835,0.0,0.0,15.961464344068493,0.14779133651915273,25.00000000000017,2.0,1.0,0.0,15.765125358743067,0.0,2351.097608481449,340.72159159589355,2684160.0000000006,8463951.390533217,0.0,1249.4374462629025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.72159159589355 
 01/09  13:00:00,28.4625,1.4749999999999999,191.75,2.0,29.625258244009907,25.012755051656869,27.31900664783339,0.0,0.0,11.651809706442205,0.10788712691150192,25.012755051656869,1.9807692307692305,0.9999999999999999,0.0,15.765125358743067,0.0,2356.643298793293,382.6625996284731,3355200.0,8483915.875655856,0.0,1403.236522289964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.6625996284731 
 01/09  14:00:00,28.975,1.8875,226.375,2.0,29.663077964030014,25.000000449565698,27.331539206797854,0.0,0.0,9.902565212679697,0.09169041863592315,25.000000449565698,2.0,1.0,0.0,15.765125358743067,0.0,2354.204244851009,382.4814625560879,3355200.0,8475135.281463635,0.0,1402.5722866009824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.4814625560879 
 01/09  15:00:00,28.0875,2.6875,183.0,2.0,29.52616899446678,25.00000000182891,27.263084498147845,0.0,0.0,13.081452964594265,0.12112456448698396,25.00000000182891,2.0,1.0,0.0,15.765125358743067,0.0,2410.751785013961,386.6809825823273,3355200.0,8678706.42605026,0.0,1417.9720666752012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.6809825823273 
 01/09  16:00:00,27.6,3.35,164.875,2.0,29.258473204372274,25.000000000006435,27.129236602189356,0.0,0.0,29.137955330203608,0.2697958826870705,25.000000000006435,2.0,1.0,0.0,15.765125358743067,0.0,2377.363282786656,384.2013754527219,3355200.0,8558507.818031962,0.0,1408.8792645864387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.2013754527219 
 01/09  17:00:00,26.6625,3.5,166.125,2.0,28.905505422016497,25.01523859622819,26.96037200912234,0.0,0.0,28.9813334052484,0.2683456796782259,25.01523859622819,1.977272727272727,1.0,0.0,15.765125358743067,0.0,2206.3862379657357,371.50371395084968,3355200.0,7942990.456676648,0.0,1362.3165161380625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.50371395084968 
 01/09  18:00:00,25.1625,3.0,177.375,2.0,28.43337776198887,25.013830109176099,26.72360393558248,0.006750000000000001,0.006750000000000001,10.81107306274716,0.10010252835877003,25.013830109176099,1.975,1.0,0.0,15.765125358743067,0.0,1952.8374751209674,352.6738390504302,3355200.0,7030214.910435482,0.0,1293.2667365252303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.6738390504302 
 01/09  19:00:00,23.1625,2.7,178.0,2.0,27.91762254376805,27.205871727776008,27.561747135772028,0.0,0.0,9.403802080261285,0.08707224148390079,27.205871727776008,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  20:00:00,21.737499999999998,2.45,166.875,2.0,27.57937287343157,27.228639564475818,27.404006218953695,0.0,0.0,16.866231059207477,0.15616880610377294,27.228639564475818,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  21:00:00,21.0875,2.4875000000000004,149.5,2.0,27.258079109374195,26.78290071762264,27.020489913498417,0.0,0.0,32.74778499275892,0.30322023141443457,26.78290071762264,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  22:00:00,20.7125,2.9750000000000007,135.125,2.0,26.941110831279766,26.33610858011906,26.638609705699417,0.0,0.0,53.10936795085182,0.4917534069523317,26.33610858011906,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  23:00:00,20.4125,3.45,112.25,2.0,26.62606663440232,25.87902634664689,26.252546490524606,0.0,0.0,78.20152444801426,0.7240881893334654,25.87902634664689,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/09  24:00:00,19.862500000000006,3.0999999999999998,107.875,2.0,26.29896092222151,25.571444557587989,25.935202739904747,0.0,0.0,69.30993867467883,0.6417586914322114,25.571444557587989,0.0,0.0,-1.0,15.765125358743067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  01:00:00,19.349999999999999,3.05,112.0,3.0,25.97732500959583,25.259111348534846,25.618218179065339,0.0,0.0,67.03417689102989,0.6206868230650917,25.259111348534846,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  02:00:00,18.95,2.3875,82.0,3.0,25.671573979953054,25.05057307956015,25.361073529756597,0.0,0.0,45.87791614958141,0.4247955199035316,25.05057307956015,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  03:00:00,18.6125,1.775,87.75,3.0,25.41592187829239,24.908874500785787,25.16239818953909,0.0,0.0,31.941848727894788,0.29575785859161848,24.908874500785787,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  04:00:00,18.4375,1.6375000000000002,105.125,3.0,25.149231493999659,24.652356622185065,24.90079405809236,0.0,0.0,30.060958489632708,0.2783422082373399,24.652356622185065,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  05:00:00,18.275,1.7875,100.125,3.0,24.885219822985698,24.37215156990401,24.628685696444856,0.0,0.0,34.29101379065945,0.3175093869505504,24.37215156990401,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  06:00:00,18.075,1.3375,81.0,3.0,24.90724353819792,24.353950049332803,24.630596793765365,0.0,0.0,22.38717587082413,0.20728866547059383,24.353950049332803,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  07:00:00,18.875,0.9374999999999999,71.375,3.0,26.01041527529383,25.471598513913578,25.741006894603705,0.0,0.0,14.791178218155526,0.13695535387181047,25.471598513913578,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  08:00:00,20.65,1.0875000000000002,66.625,3.0,27.64102234521567,25.009825759844764,26.325424052530218,0.0,0.0,13.191081433689205,0.1221396429045297,25.009825759844764,2.0,1.0,0.0,15.981982291229408,0.0,1601.6893314436293,326.59571686686066,3355200.0,5766081.593197065,0.0,1197.6373922510472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.59571686686066 
 01/10  09:00:00,23.775,0.7,151.5,3.0,29.178316836193955,25.000000363728316,27.08915859996113,0.0,0.0,8.223643416159363,0.07614484644592001,25.000000363728316,2.0,1.0,0.0,15.981982291229408,0.0,2410.9238452067266,386.6937606841361,3355200.0,8679325.842744215,0.0,1418.018924400939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.6937606841361 
 01/10  10:00:00,25.825,1.7125,296.5,3.0,30.339014955418464,25.00000000172916,27.669507478573814,0.0,0.0,21.94189195034732,0.20316566620691968,25.00000000172916,2.0,1.0,0.0,15.981982291229408,0.0,2952.6777902757285,426.9272798620763,3355200.0,10629640.044992622,0.0,1565.5565818191285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.9272798620763 
 01/10  11:00:00,27.387500000000004,2.1875,98.25,3.0,30.787098997603239,25.000000000011615,27.893549498807429,0.0,0.0,33.81111101090041,0.31306584269352236,25.000000000011615,2.0,1.0,0.0,15.981982291229408,0.0,3171.573076960251,443.1836039644523,3355200.0,11417663.077056902,0.0,1625.169064776136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.1836039644523 
 01/10  12:00:00,28.9125,2.0,248.625,3.0,30.45575343915364,25.01396120258326,27.73485732086845,0.0,0.0,33.62686754125487,0.3113598846412487,25.013961202583255,1.9807692307692305,0.9999999999999999,0.0,15.981982291229408,0.0,2659.8219574639334,363.6490979454816,2684160.0000000006,9575359.046870163,0.0,1333.513377137813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.6490979454816 
 01/10  13:00:00,29.2125,2.25,305.625,3.0,30.141721323693685,25.07713844936609,27.609429886529886,0.0,0.0,27.97657952138377,0.2590424029757758,25.077138449366104,1.9642857142857149,1.0000000000000005,0.0,15.981982291229408,0.0,2658.0178760244294,405.0442729750846,3355200.0,9568864.353687942,0.0,1485.3108653285096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0442729750846 
 01/10  14:00:00,30.0375,2.5875000000000005,326.875,3.0,30.117112762210274,25.004076177751018,27.560594469980648,0.0,0.0,46.286416080979467,0.42857792667573588,25.004076177751018,2.0,1.0,0.0,15.981982291229408,0.0,2716.622996860083,409.3965998469572,3355200.0,9779842.788696299,0.0,1501.2709932048301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.3965998469572 
 01/10  15:00:00,30.975,2.5125,335.5,3.0,30.24807811663721,25.000021658424339,27.624049887530775,0.0,0.0,48.628194740440509,0.4502610624114862,25.000021658424339,2.0,1.0,0.0,15.981982291229408,0.0,2789.4737730145653,414.8068845827073,3355200.0,10042105.582852437,0.0,1521.1106878720475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.8068845827073 
 01/10  16:00:00,30.512500000000004,2.8375,236.625,3.0,30.156929597249634,25.00000011956611,27.57846485840787,0.0,0.0,17.52019639379189,0.16222404068325825,25.00000011956611,2.0,1.0,0.0,15.981982291229408,0.0,2925.522030940379,424.9105492522583,3355200.0,10531879.311385366,0.0,1558.1611633746181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.9105492522583 
 01/10  17:00:00,28.9125,3.5374999999999998,185.0,3.0,29.779860272191706,25.000000000589656,27.38993013639068,0.0,0.0,14.837415757213714,0.13738347923346035,25.000000000589656,2.0,1.0,0.0,15.981982291229408,0.0,2856.3443836596275,419.7730505337203,3355200.0,10282839.78117466,0.0,1539.321784135388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.7730505337203 
 01/10  18:00:00,26.825,3.175,185.5,3.0,29.112515819701757,25.00000000000231,27.056257909852034,0.0,0.0,11.584193449691274,0.10726105046010443,25.00000000000231,2.0,1.0,0.0,15.981982291229408,0.0,2520.3540973893473,394.8206311756385,3355200.0,9073274.75060165,0.0,1447.8204296869765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.8206311756385 
 01/10  19:00:00,25.125,2.2375,170.875,3.0,28.59235027016154,27.636075581651214,28.11421292590638,0.0,0.0,10.773631992016919,0.09975585177793443,27.636075581651214,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  20:00:00,24.225,2.4000000000000005,130.5,3.0,28.427659131392148,28.035569387565216,28.23161425947868,0.0,0.0,42.32477084109875,0.3918960263064699,28.035569387565216,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  21:00:00,23.625,3.075,101.0,3.0,28.16282663679757,27.60881135280726,27.885818994802415,0.0,0.0,69.8781828831781,0.6470202118812787,27.60881135280726,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  22:00:00,23.2125,3.1125,95.0,3.0,27.893555396259754,27.305640462248069,27.59959792925391,0.0,0.0,71.92544764159459,0.6659763670518019,27.305640462248069,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  23:00:00,22.5375,3.0624999999999997,86.875,3.0,27.6134689061435,27.021330025317604,27.317399465730554,0.0,0.0,68.2736977728233,0.6321638682668824,27.021330025317604,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/10  24:00:00,21.8875,2.975,82.0,3.0,27.30827252759378,26.710532467107954,27.009402497350867,0.0,0.0,62.328855889823547,0.5771190360168848,26.710532467107954,0.0,0.0,-1.0,15.981982291229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/11  01:00:00,21.324999999999997,2.65,86.375,4.0,27.017743288763339,26.431283857964666,26.724513573364,0.0,0.0,56.569139550284088,0.5237883291692972,26.431283857964666,0.0,0.0,-1.0,16.24567315929954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/11  02:00:00,20.7875,2.375,85.875,4.0,26.723671404518237,26.161390194904194,26.442530799711216,0.0,0.0,48.80930795288165,0.45193803660075618,26.161390194904194,0.0,0.0,-1.0,16.24567315929954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/11  03:00:00,20.4125,2.3,92.75,4.0,26.443464211425725,25.87889985798869,26.16118203470721,0.0,0.0,48.33260499896805,0.4475241203608154,25.87889985798869,0.0,0.0,-1.0,16.24567315929954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/11  04:00:00,20.3,1.6125,96.75,4.0,26.206730739030399,25.739595612450779,25.973163175740589,0.0,0.0,30.316849084913959,0.28071156560105517,25.739595612450779,0.0,0.0,-1.0,16.24567315929954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/11  05:00:00,20.2375,1.2,96.0,4.0,26.007875803017954,25.62867565755399,25.818275730285977,0.0,0.0,20.071639725696469,0.18584851597867103,25.62867565755399,0.0,0.0,-1.0,16.24567315929954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/11  06:00:00,20.5125,0.95,101.625,4.0,26.095521232619178,25.64914490734504,25.872333069982106,0.0,0.0,15.006178777485247,0.13894609979153006,25.64914490734504,0.0,0.0,-1.0,16.24567315929954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/11  07:00:00,22.387499999999997,0.48750000000000007,174.375,4.0,27.28881186675968,26.87259202412532,27.0807019454425,0.0,0.0,10.93827635586812,0.10128033662840853,26.87259202412532,0.0,0.0,-1.0,16.24567315929954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
