Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Direction [deg](Hourly),Environment:Site Day Type Index [](Hourly),ZN1:Zone Mean Radiant Temperature [C](Hourly),ZN1:Zone Mean Air Temperature [C](Hourly),ZN1:Zone Operative Temperature [C](Hourly),ZN1_PAR1_JAN:AFN Surface Venting Window or Door Opening Factor [](Hourly),ZN1_PAR4_JAN:AFN Surface Venting Window or Door Opening Factor [](Hourly),ZN1:AFN Zone Infiltration Volume [m3](Hourly),ZN1:AFN Zone Infiltration Air Change Rate [ach](Hourly),ZN1:Zone Air System Sensible Heating Energy [J](Hourly),ZN1:Zone Air System Sensible Cooling Energy [J](Hourly),ZN1:Zone Thermostat Air Temperature [C](Hourly),ZN1:Zone Predicted Sensible Load to Setpoint Heat Transfer Rate [W](Hourly),ZN1_HVAC:Availability Manager Hybrid Ventilation Control Status [](Hourly),ZN1_HVAC:Availability Manager Hybrid Ventilation Control Mode [](Hourly),OCCUPANCY:Zone Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status [](Hourly),OCCUPANCY:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly),Electricity:Facility [J](Hourly),CO2:Facility [kg](Hourly),CO:Facility [kg](Hourly),CH4:Facility [kg](Hourly),NOx:Facility [kg](Hourly),N2O:Facility [kg](Hourly),SO2:Facility [kg](Hourly),PM:Facility [kg](Hourly),PM10:Facility [kg](Hourly),PM2.5:Facility [kg](Hourly),NH3:Facility [kg](Hourly),NMVOC:Facility [kg](Hourly),Hg:Facility [kg](Hourly),Pb:Facility [kg](Hourly),WaterEnvironmentalFactors:Facility [L](Hourly),Nuclear High:Facility [kg](Hourly),Nuclear Low:Facility [m3](Hourly),Carbon Equivalent:Facility [kg](Hourly) 
 01/03  20:00:00,20.6,2.45,106.5,3.0,26.587015328319827,25.88101010938672,26.234012718853277,0.0,0.0,51.03599290311049,0.47255548984361575,0.0,0.0,25.88101010938672,-427.92247362979335,0.0,0.0,-1.0,14.277685407613229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  21:00:00,20.6125,1.3624999999999999,94.75,3.0,26.45116228263548,25.875942057025989,26.16355216983073,0.0,0.0,24.872401602804847,0.2303000148407857,0.0,0.0,25.875942057025989,-410.11471486632765,0.0,0.0,-1.0,14.277685407613229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  22:00:00,20.925,0.675,94.0,3.0,26.618841094151489,26.27547689643552,26.4471589952935,0.0,0.0,11.966619481408081,0.11080203223526003,0.0,0.0,26.27547689643552,-559.4652110461025,0.0,0.0,-1.0,14.277685407613229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  23:00:00,20.6875,1.4124999999999999,68.375,3.0,26.425184130916035,26.064890089102023,26.24503711000903,0.0,0.0,16.840246471894625,0.1559282080730984,0.0,0.0,26.064890089102023,-467.565582705181,0.0,0.0,-1.0,14.277685407613229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  24:00:00,20.5,1.4,55.5,3.0,26.1865209266093,25.836983542547658,26.01175223457848,0.0,0.0,13.800645258185364,0.12778375239060525,0.0,0.0,25.836983542547658,-367.8320834585461,0.0,0.0,-1.0,14.277685407613229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  01:00:00,20.5,0.9125000000000001,42.0,4.0,25.991009093962789,25.668859307174665,25.829934200568724,0.0,0.0,11.667291067223385,0.10803047284466098,0.0,0.0,25.668859307174665,-291.51752582837437,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  02:00:00,20.5,0.8625,46.125,4.0,25.797501247775725,25.486595334968127,25.64204829137193,0.0,0.0,11.369841232424545,0.10527630770763467,0.0,0.0,25.486595334968127,-211.1581541906894,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  03:00:00,20.4375,0.65,47.125,4.0,25.60280263897544,25.30131827504348,25.45206045700946,0.0,0.0,11.136529415772216,0.103116013109002,0.0,0.0,25.30131827504348,-130.3376307733779,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  04:00:00,20.4,0.5,58.0,4.0,25.410405735300377,25.11611139243844,25.26325856386941,0.0,0.0,10.99861365826135,0.10183901535427177,0.0,0.0,25.11611139243844,-50.118474112312018,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  05:00:00,20.4,0.5,89.5,4.0,25.226408012242037,24.939881970601467,25.08314499142175,0.0,0.0,10.905989076999014,0.10098138034258347,0.0,0.0,24.939881970601467,-0.5303822940863938,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  06:00:00,20.4625,0.8125,81.75,4.0,25.076778760079415,24.786447650344646,24.93161320521203,0.0,0.0,11.711228754226977,0.10843730327987944,0.0,0.0,24.786447650344646,0.0,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  07:00:00,20.75,0.5625,76.5,4.0,25.16564665013179,24.857518754991689,25.011582702561744,0.0,0.0,10.271504226237301,0.09510652061330835,0.0,0.0,24.857518754991689,-0.2562333439973372,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  08:00:00,21.8375,0.425,60.375,4.0,26.316130822973908,25.066261037639167,25.691195930306536,0.0253125,0.0253125,10.658375610014275,0.09868866305568773,0.0,3473740.7300944479,25.066261037639167,-1068.5484088945975,1.90625,1.0,0.5,14.584505616248343,306.94587644962476,4959719.444490109,1125.5807717257965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.94587644962476 
 01/04  09:00:00,24.65,0.8125,22.375,4.0,28.212171594967726,25.052472537576415,26.63232206627207,0.018409090909090907,0.018409090909090907,8.805574642560114,0.08153309854222328,0.0,6017188.549289434,25.052472537576418,-1809.1322194402765,1.9318181818181817,1.0,0.0,14.584505616248343,362.584012242041,5858736.38889958,1329.6076723213828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.584012242041 
 01/04  10:00:00,27.062500000000005,1.5625,262.0,4.0,29.824533073251705,25.067712887770538,27.44612298051112,0.014464285714285737,0.014464285714285737,30.0470489984779,0.2782134166525734,0.0,8537904.84194243,25.067712887770548,-2617.455658674767,1.946428571428572,1.0000000000000005,0.0,14.584505616248343,413.8888706895023,6687734.996021924,1517.7443002915377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.8888706895023 
 01/04  11:00:00,28.0125,2.5875,331.75,4.0,30.379681994653838,25.145378995056118,27.76253049485498,0.013500000000000002,0.013500000000000002,56.65435981669492,0.5245774057101382,0.0,9197625.748771275,25.145378995056118,-2903.3382846069594,1.95,1.0,0.0,14.584505616248343,428.5943614856784,6925350.531002193,1571.6698257633975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.5943614856784 
 01/04  12:00:00,28.012499999999997,3.8125,330.625,4.0,29.913244448590534,25.096476213029786,27.50486033081016,0.015576923076923072,0.015576923076923072,97.1516216641748,0.899552052446063,0.0,7778062.723471462,25.096476213029779,-2413.830165873197,1.942307692307692,0.9999999999999999,0.0,14.584505616248343,352.95472896925528,5703143.669958534,1294.296769230859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.95472896925528 
 01/04  13:00:00,28.4,3.4875,321.5,4.0,29.860418345556448,25.082774641968478,27.471596493762463,0.01446428571428569,0.01446428571428569,76.15661764051322,0.7051538670417888,0.0,8371344.178964377,25.082774641968464,-2607.754815704525,1.9464285714285708,0.9999999999999996,0.0,14.584505616248343,409.26926566929117,6613090.094094514,1500.804054526187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.26926566929117 
 01/04  14:00:00,29.0125,2.6250000000000006,307.75,4.0,30.045633097652645,25.076020495624804,27.56082679663872,0.013500000000000002,0.013500000000000002,41.48301744768128,0.38410201340445629,0.0,8579160.833823938,25.076020495624804,-2658.3838926427484,1.95,1.0,0.0,14.584505616248343,418.5604698948341,6763220.034894408,1534.875210468772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.5604698948341 
 01/04  15:00:00,29.3875,2.5875000000000005,307.125,4.0,29.973812286076645,25.082938393141118,27.528375339608883,0.014464285714285737,0.014464285714285737,41.06035778925523,0.38018849804865986,0.0,8596290.234377476,25.082938393141125,-2670.106023506349,1.946428571428572,1.0000000000000005,0.0,14.584505616248343,420.16414749808316,6789132.717232829,1540.7559497546135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.16414749808316 
 01/04  16:00:00,26.6875,3.075,327.75,4.0,29.65045595144928,25.111224331644427,27.380840141546856,0.015576923076923072,0.015576923076923072,70.01076160784241,0.6482477926652076,0.0,7779326.778863879,25.111224331644427,-2430.743324569732,1.942307692307692,0.9999999999999999,0.0,14.584505616248343,393.5912257568772,6359759.8317547519,1443.3121589911154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.5912257568772 
 01/04  17:00:00,25.0,2.4875,180.25,4.0,29.165433186386509,25.079713779066024,27.122573482726268,0.016875,0.016875,52.15496704005665,0.48291636148200609,0.0,7045939.285399856,25.079713779066024,-2157.536747424057,1.9375,1.0,0.0,14.584505616248343,372.02075064813956,6011217.912699996,1364.212506960541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.02075064813956 
 01/04  18:00:00,24.4375,2.6875,59.875,4.0,28.603108202714144,25.052846977399704,26.827977590056926,0.020250000000000005,0.020250000000000005,53.332639921160829,0.49382074001074846,0.0,6098720.547178078,25.052846977399704,-1830.4528916842553,1.925,1.0,0.0,14.584505616248343,350.40408331011829,5661929.606365462,1284.9434664837488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.40408331011829 
 01/04  19:00:00,23.725,2.225,96.125,4.0,28.134763606458315,27.092243634264074,27.613503620361194,0.0675,0.0675,89.21619259816764,0.8260758573904412,0.0,0.0,27.092243634264074,-1849.908215431636,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  20:00:00,23.374999999999998,1.575,116.625,4.0,27.989810717434528,27.65471706896357,27.82226389319905,0.0,0.0,19.690074882640496,0.18231550817259724,0.0,0.0,27.65471706896357,-1148.0669145210695,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  21:00:00,23.6125,0.9375000000000001,303.25,4.0,27.846772603267163,27.546205674205568,27.69648913873636,0.0,0.0,11.94440671446452,0.1105963584672641,0.0,0.0,27.546205674205568,-1087.06831729453,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  22:00:00,22.4875,1.4124999999999999,305.0,4.0,27.466713241360944,27.20399533826362,27.33535428981228,0.0,0.0,17.755349958796708,0.16440138850737694,0.0,0.0,27.20399533826362,-1044.3296747618651,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  23:00:00,21.3875,1.275,338.75,4.0,26.52139919856135,25.990269149131,26.255834173846176,0.0,0.0,20.27965370482955,0.18777457134101437,0.0,0.0,25.990269149131,-535.2558325666132,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  24:00:00,20.8875,0.9,56.25,4.0,26.67666510475842,26.28930356584018,26.4829843352993,0.0,0.0,11.70205685275468,0.10835237826624705,0.0,0.0,26.28930356584018,-575.1752807157277,0.0,0.0,-1.0,14.584505616248343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  01:00:00,20.7,1.4625000000000002,71.625,5.0,26.53315667795758,26.145488488753679,26.33932258335563,0.0,0.0,19.665811860309519,0.1820908505584215,0.0,0.0,26.145488488753679,-505.99467673601478,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  02:00:00,20.7,0.675,128.875,5.0,26.33349988453345,25.983742640126246,26.158621262329846,0.0,0.0,14.971900385448145,0.13862870727266803,0.0,0.0,25.983742640126246,-431.72890411158826,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  03:00:00,20.95,0.3125,70.125,5.0,26.165975466636558,25.85783719015056,26.01190632839356,0.0,0.0,11.219847537041801,0.1038874771948315,0.0,0.0,25.85783719015056,-371.549506188584,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  04:00:00,21.0375,0.24999999999999998,104.625,5.0,25.995146467051606,25.704506743057804,25.8498266050547,0.0,0.0,10.844354877998518,0.1004106933148011,0.0,0.0,25.704506743057804,-303.08078176925167,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  05:00:00,21.0,0.4125,118.25,5.0,25.80984070239736,25.52714511784538,25.668492910121374,0.0,0.0,10.588849838941283,0.09804490591612299,0.0,0.0,25.52714511784538,-226.12626726073177,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  06:00:00,21.0,0.28750000000000006,132.0,5.0,25.650731825698558,25.371439775681027,25.51108580068979,0.0,0.0,10.142228051134524,0.09390951899198635,0.0,0.0,25.371439775681027,-158.81393388695597,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  07:00:00,21.0,1.225,106.0,5.0,25.647734501288669,25.30018034200938,25.473957421649023,0.0,0.0,20.780084307308724,0.19240818803063637,0.0,0.0,25.30018034200938,-128.5164880224229,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  08:00:00,21.5625,1.275,81.0,5.0,26.56464079491649,25.08230436510722,25.823472580011854,0.03375,0.03375,28.39730842687521,0.2629380409895853,0.0,3787879.188633612,25.08230436510722,-1209.0579196318808,1.875,1.0,0.75,14.89189709570673,312.9296611485823,5056407.15265006,1147.5235098957912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9296611485823 
 01/05  09:00:00,23.7125,1.025,176.5,5.0,28.029483612047664,25.06002461962599,26.54475411583683,0.018409090909090939,0.018409090909090939,15.211093925055172,0.14084346226902956,0.0,5679463.771588892,25.060024619626004,-1731.0825334091999,1.9318181818181828,1.0000000000000005,0.0,14.89189709570673,351.81786539675155,5684773.902521035,1290.1278525733464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.81786539675155 
 01/05  10:00:00,25.174999999999998,2.5375,305.875,5.0,28.91167852097976,25.067369562287014,26.989524041633385,0.016875,0.016875,42.13867881558127,0.3901729519961229,0.0,6955538.323704005,25.067369562287014,-2143.486179853858,1.9375,1.0,0.0,14.89189709570673,376.7889467397051,6088263.791745584,1381.6976411430333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.7889467397051 
 01/05  11:00:00,26.3375,3.3374999999999996,297.625,5.0,29.617613529824749,25.11126907408109,27.364441301952924,0.015576923076923072,0.015576923076923072,45.566486725963788,0.4219119141292943,0.0,7796960.419612259,25.11126907408109,-2428.096794605235,1.942307692307692,0.9999999999999999,0.0,14.89189709570673,398.2408191526001,6434889.294448556,1460.36237313018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.2408191526001 
 01/05  12:00:00,27.3375,2.8625,302.625,5.0,29.562181080789498,25.09461369917222,27.328397389980858,0.016875,0.016875,43.042565281704799,0.39854227112689635,0.0,6834363.0522578279,25.09461369917222,-2100.134126659571,1.9375,1.0,0.0,14.89189709570673,336.4298790609437,5436130.40900344,1233.6995931827782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.4298790609437 
 01/05  13:00:00,28.1625,3.4125,307.75,5.0,29.486760212954669,25.084839977438866,27.28580009519677,0.015576923076923072,0.015576923076923072,61.03525598785474,0.565141259146803,0.0,7682736.472968979,25.08483997743886,-2397.1280472060635,1.942307692307692,0.9999999999999999,0.0,14.89189709570673,399.6246379390421,6457249.435011948,1465.4368827981007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.6246379390421 
 01/05  14:00:00,28.687499999999998,3.275,293.875,5.0,29.658356788526186,25.04882021486425,27.353588501695218,0.0,0.0,32.64259615170004,0.3022462606638893,0.0,7903303.0681475349,25.04882021486425,-2221.8881187949974,2.0,1.0,0.0,14.89189709570673,411.59426691334718,6650658.130557451,1509.3299116734402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.59426691334718 
 01/05  15:00:00,26.425,3.525,286.625,5.0,29.139665197101448,25.102655068568536,27.12116013283499,0.015576923076923079,0.015576923076923079,29.193194785927319,0.2703073591289567,0.0,7021047.390555061,25.102655068568536,-2195.006489683681,1.9423076923076924,1.0,0.0,14.89189709570673,381.9737844930513,6172041.886174611,1400.7106142026084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.9737844930513 
 01/05  16:00:00,22.75,3.3375,273.875,5.0,28.05169699950341,25.07591117060114,26.563804085052277,0.018409090909090907,0.018409090909090907,15.338276291858137,0.14202107677646426,0.0,5460628.1067633,25.07591117060114,-1660.848337677288,1.9318181818181817,1.0,0.0,14.89189709570673,338.9284230853183,5476502.599449332,1242.8618374965833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.9284230853183 
 01/05  17:00:00,21.2125,2.5,254.125,5.0,27.167617156420087,25.060329438013079,26.11397329721658,0.029999999999999993,0.029999999999999993,15.419902829309644,0.14277687804916334,0.0,4585475.731236869,25.060329438013079,-1423.191911663443,1.8888888888888887,0.9999999999999999,0.0,14.89189709570673,316.94319310744006,5121258.952347381,1162.241265520499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.94319310744006 
 01/05  18:00:00,21.5375,1.8875000000000002,255.75,5.0,27.457654276781235,25.06518344231908,26.261418859550156,0.029999999999999979,0.029999999999999979,11.029016246922059,0.10212052080483385,0.0,4950145.320262671,25.06518344231907,-1536.9708890226098,1.8888888888888882,0.9999999999999996,0.0,14.89189709570673,325.4878294317167,5259325.635027077,1193.574732056167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.4878294317167 
 01/05  19:00:00,21.175,2.325,216.0,5.0,27.01087733822276,26.334061540659105,26.67246943944093,0.0675,0.0675,18.48505078296284,0.17115787762002636,0.0,0.0,26.334061540659105,-968.2651102071557,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  20:00:00,20.55,1.7000000000000002,170.875,5.0,26.33935058798128,25.888015981227129,26.1136832846042,0.0,0.0,9.942796152434788,0.09206292733735916,0.0,0.0,25.888015981227129,-406.88744115669399,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  21:00:00,20.525,0.9125000000000001,185.625,5.0,26.42045685153655,26.03811034063722,26.229283596086885,0.0,0.0,9.963034331185727,0.09225031788134933,0.0,0.0,26.03811034063722,-461.5947712115003,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  22:00:00,20.725,0.8625,202.25,5.0,26.316481275479317,25.991295634197625,26.153888454838467,0.0,0.0,9.93607314512972,0.09200067726971965,0.0,0.0,25.991295634197625,-431.5348054330957,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  23:00:00,20.675000000000006,0.8375000000000001,165.5,5.0,26.05534099920726,25.76543481726322,25.91038790823524,0.0,0.0,9.880082630825733,0.09148224658171976,0.0,0.0,25.76543481726322,-331.981759689555,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  24:00:00,20.1625,1.1749999999999999,114.25,5.0,25.812068357146946,25.415279215600518,25.61367378637373,0.0,0.0,18.747305686045153,0.17358616375967735,0.0,0.0,25.415279215600518,-184.04495836671959,0.0,0.0,-1.0,14.89189709570673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  01:00:00,19.5875,1.275,95.75,6.0,25.55842271145851,25.15570648356503,25.357064597511774,0.0,0.0,22.014163116950344,0.20383484367546618,0.0,0.0,25.15570648356503,-69.15037058271764,0.0,0.0,-1.0,15.15022274807206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  02:00:00,19.4,0.5125,130.0,6.0,25.326418709626269,24.981504276291586,25.153961492958929,0.0,0.0,12.81546688907617,0.11866173045440899,0.0,0.0,24.981504276291586,-3.9027643882677696,0.0,0.0,-1.0,15.15022274807206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  03:00:00,19.337500000000003,0.0375,122.25,6.0,25.122484201231726,24.795099734623699,24.958791967927714,0.0,0.0,12.071498319367713,0.1117731325867381,0.0,0.0,24.795099734623699,0.0,0.0,0.0,-1.0,15.15022274807206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  04:00:00,19.487500000000006,0.5,63.75,6.0,24.929120795070327,24.613662344014956,24.771391569542645,0.0,0.0,11.33174143692571,0.1049235318233862,0.0,0.0,24.613662344014956,0.0,0.0,0.0,-1.0,15.15022274807206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  05:00:00,19.5375,0.8,79.0,6.0,24.746392493000568,24.442336066784386,24.594364279892475,0.0,0.0,11.835593699234007,0.10958883054846305,0.0,0.0,24.442336066784386,0.0,0.0,0.0,-1.0,15.15022274807206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  06:00:00,19.6875,0.36250000000000007,104.25,6.0,24.596924897548477,24.29778388098518,24.447354389266829,0.0,0.0,10.690158625032672,0.098982950231784,0.0,0.0,24.29778388098518,0.0,0.0,0.0,-1.0,15.15022274807206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  07:00:00,20.175,0.22499999999999999,190.0,6.0,24.719264906854556,24.40755922808724,24.5634120674709,0.0,0.0,9.706223533224064,0.08987244012244505,0.0,0.0,24.40755922808724,0.0,0.0,0.0,-1.0,15.15022274807206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
